pid2,status,ltt,lng,name,longitude,latitude
24314.0,1.0,2.3246,72.91749,Kandoodhoo School,72.91748847299533,2.324603133914165
37143.0,1.0,6.83355,73.11369,Gaazee Bandaarain School,73.11369037571446,6.833553158438435
71628.0,1.0,5.33374,73.46228,Habashee Pre-School,73.4622842056678,5.33374129379289
71906.0,1.0,5.3351,73.46385,Lh.Atoll School,73.46384736101602,5.335098756612166
63159.0,1.0,3.4905,72.78478,Fenfushee School,72.78478264213577,3.490496696274544
30507.0,1.0,5.27834,73.6059,Lh. Olhuvelifushi School,73.60590358080943,5.278335064779265
71063.0,1.0,5.28191,73.13664,Kamadhoo School,73.13663755236388,5.28191125595558
43379.0,1.0,4.88,72.97328,Fehendhoo School,72.97327839132217,4.880003847125411
85345.0,1.0,6.28654,73.24482,Milandhoo School,73.2448238221122,6.2865440672032
59503.0,1.0,2.94971,73.58376,Mulaku School,73.5837609278489,2.949711359053753
36818.0,1.0,6.57497,73.05033,Kumundhoo School,73.05033447017311,6.574968268265506
26425.0,1.0,3.75744,72.96707,ADh. Atoll Education Centre,72.96707105201826,3.757440736943923
84352.0,1.0,6.26463,73.21793,Narudhoo School,73.21792810993753,6.264625423779419
47472.0,1.0,0.45979,73.00002,Madaveli School,73.00002547506705,0.459793412777663
79111.0,1.0,5.83081,73.48046,Maafaru School,73.4804586841794,5.830811167135723
38497.0,1.0,6.9593,73.21218,Madhrasathul Sheikh Ibrahim,73.21218033993814,6.959297148719272
73862.0,1.0,5.5503,73.04456,Innamaadhoo School,73.04456279014822,5.550297573048104
73881.0,1.0,5.5507,73.04477,Iyaar Pre-School,73.04476609000123,5.550696083
92623.0,1.0,6.88472,73.11489,HA Atholhu Thauleemee Markaz,73.11489138230871,6.884716285362411
45234.0,1.0,0.20133,73.18708,Huvadhoo School,73.18707774620765,0.201326474770937
31767.0,1.0,5.48769,72.89553,M.E.C Nursery Class,72.89552945967532,5.487692331454912
41434.0,1.0,5.48531,72.89647,Maduvvaree School,72.8964699542297,5.48530727117137
27208.0,1.0,3.98939,73.50913,Gulhi School,73.5091309804077,3.989391057614266
81326.0,1.0,5.96594,72.95289,Alifushee Pre-School,72.95289385000169,5.96594438300002
81626.0,1.0,5.9671,72.95345,Alifushi School,72.95345238175281,5.967095476853598
105702.0,1.0,4.2095,73.54149,Rehendhi School,73.5414870200002,4.209502563
106907.0,1.0,4.21336,73.54151,Ghaazee School,73.54150514000018,4.213361932
107074.0,1.0,4.21976,73.53984,Ajial International School,73.53983798000019,4.219763427000014
107237.0,1.0,4.2197,73.54433,Huravee School,73.54432825000018,4.219698143000014
107297.0,1.0,4.21849,73.54394,Brightway International School,73.54394447000017,4.218491194000034
107486.0,1.0,4.22059,73.54163,Centre for Higher Secondary Education,73.54162576010953,4.220586253101807
0.0,1.0,4.23035,73.54728,Salahuddin School,73.54728219000019,4.23035297
0.0,1.0,4.23052,73.54843,Kaamil Didi Primary School,73.54843200439619,4.230518721132328
0.0,1.0,4.21399,73.54284,Mohamed Qasim Preschool,73.54283600000018,4.213986
76774.0,1.0,5.76603,73.01099,Huzooru Pr-School,73.0109914800014,5.766027239
76951.0,1.0,5.76638,73.01194,Hulhudhuffaaru School,73.01194167004378,5.766380739064123
0.0,1.0,5.4599,72.95676,Meedhoo Pre-School,72.9567549200017,5.459900770999983
31217.0,1.0,5.45769,72.95561,Raa Atoll Education Center,72.95561289880457,5.457688277329283
60725.0,1.0,3.11805,72.98434,Bilehdhoo school,72.98434213964372,3.118049647576873
79478.0,1.0,5.85791,72.9915,Vaadhoo School,72.99150150289223,5.857905110774391
101348.0,1.0,2.35955,73.35636,Madifushi School,73.35635829560054,2.359547073474925
97891.0,1.0,0.25117,73.10695,Rathafandhoo School,73.10695370838901,0.251165121589423
69877.0,1.0,5.1368,73.10748,Maalolhu School,73.10748151778951,5.136803248934752
33952.0,1.0,6.32571,73.14788,Foakaidhoo School,73.14788041332162,6.325708003900568
87277.0,1.0,6.66537,73.08359,Nolhivaram School,73.08358972146874,6.66537347318825
58835.0,1.0,2.85911,72.84585,Hulhudheli School,72.84584576520045,2.859106600525956
68240.0,1.0,4.95869,73.46374,K. Atoll School,73.46373466478417,4.95868813838694
70806.0,1.0,5.27507,73.00978,Kendhoo School,73.00978390277398,5.275068225730069
29931.0,1.0,5.02192,72.84112,Thulhaadhoo School,72.84112034970254,5.021917229099992
65902.0,1.0,4.33175,73.59873,Huraa School,73.59872765381859,4.331754372130185
36286.0,1.0,6.54652,72.9763,Neykarandhoo School,72.97629661036662,6.546522639864627
100710.0,1.0,2.1891,73.09358,Veymandoo School,73.09357576469043,2.189100985252716
92204.0,1.0,6.85285,72.98255,Maarandhoo School,72.98255220311432,6.852847692065956
88600.0,1.0,6.71658,72.94577,Nellaidhoo School,72.94576975004584,6.71658130196956
35745.0,1.0,6.41342,72.70628,Makunudhoo School,72.70628090029658,6.413423775895383
91503.0,1.0,6.83866,73.16659,Muraidhoo School,73.16659015973869,6.838662349516822
89350.0,1.0,6.74818,72.93545,Naivaadhoo School,72.93544749399145,6.74818074774389
47933.0,1.0,0.52553,72.9977,Kangaroo Preschool / Gdh.Thinadhoo,72.99769568000168,0.52552770000002
47968.0,1.0,0.52532,72.99559,Aboobakuru School,72.99559324501843,0.52532258674132
48924.0,1.0,0.53064,72.99856,Gaafu Dhaalu Atoll Education Centre,72.99856231044565,0.530641293054285
49509.0,1.0,0.53403,72.99738,Thinadhoo School,72.99737957362385,0.534028199900151
6950.0,1.0,-0.30728,73.43743,Fuvamulaku School,73.43743086916788,-0.307282367523334
7543.0,1.0,-0.30274,73.42637,Hafiz Ahmed School,73.42636608482607,-0.302736702884909
7584.0,1.0,-0.29739,73.42434,Brightway International School,73.42434254360032,-0.297392567203001
8094.0,1.0,-0.29793,73.42367,Zikura School,73.42366574400035,-0.297929801999966
8399.0,1.0,-0.29535,73.4216,Ideal School,73.42159773756019,-0.295350925656825
8431.0,1.0,-0.2954,73.42372,GN. Atoll Education Centre,73.42371597580232,-0.295401410042277
9319.0,1.0,-0.29128,73.41559,Mohamed Jamaluddin School,73.41558714000034,-0.291279352999975
26809.0,1.0,3.90113,73.46779,Guraidhoo School,73.46779019314737,3.90113341311802
50966.0,1.0,0.8389,73.18283,G.A. Atoll School,73.18283130112042,0.838894796155028
66599.0,1.0,4.37419,73.65164,K. Atoll Education Centre,73.65164063669788,4.374185109698883
20888.0,1.0,0.62053,73.46102,Dhaandhoo School,73.4610228422008,0.620533892881202
26556.0,1.0,3.77575,72.92426,Kunburudhoo School,72.92426142251118,3.775752181617968
56446.0,1.0,2.16869,73.02709,Omadhoo School,73.02709172841394,2.168687055467168
60412.0,1.0,3.08943,73.6382,Riymandhoo School,73.63819501010181,3.0894315195749
0.0,1.0,5.63037,73.04147,IBS Pre School,73.04146622000125,5.630366279999982
42919.0,1.0,5.6277,73.04198,Raa Atoll School,73.0419803193098,5.627700945087724
43034.0,1.0,5.62579,73.04196,Dhuvaafaru Primary School,73.04196134607682,5.625792093326115
58985.0,1.0,2.89425,73.57716,Naalaafushi School,73.57715690677027,2.894249653244417
35834.0,1.0,6.42828,72.93036,Sh. Goidhoo School,72.9303545755319,6.428276305474125
70228.0,1.0,5.15838,73.13058,Baa Atoll School,73.13058140665034,5.158382291361869
46718.0,1.0,0.44302,73.00234,Hoandeddhoo School,73.00233960922756,0.44301817831852
87474.0,1.0,6.66606,72.99727,Kurin'bee School,72.99726652032818,6.666055491442331
20526.0,1.0,0.35045,73.53867,Kanduhulhudhoo School,73.53866698758466,0.35045320986973
24062.0,1.0,2.29371,72.9419,Vandhoo School,72.94189799829707,2.293707669357235
83209.0,1.0,6.14968,73.29037,Funadhoo School,73.2903662742197,6.149679734239857
80732.0,1.0,5.95086,73.41626,Kendhikulhudhoo School,73.41625494929619,5.950856201960026
67613.0,1.0,4.73693,73.50086,Gaafaru School,73.50085992515845,4.73693179161951
64060.0,1.0,3.91998,72.74493,Himandhoo School,72.74493019695268,3.919979968580588
20042.0,1.0,0.29018,73.45952,G.Dh Atoll School,73.45951908799249,0.290177744653885
66955.0,1.0,4.44155,73.71343,Dhiffushi School,73.71343115333765,4.441545771637432
38790.0,1.0,7.01462,72.99692,Mulhadhoo School,72.99691530142259,7.014616156249766
77501.0,1.0,5.77657,73.36497,Magoodhoo School,73.36496531059449,5.776572030521225
94414.0,1.0,6.95432,72.92691,Ihavandhoo School,72.92691111600584,6.954320737128205
38804.0,1.0,7.10323,72.89913,Thuraakunu School,72.89913317864385,7.103228828326409
28051.0,1.0,4.21738,72.86208,Ukulhahu School,72.86208473700496,4.217378622611503
31653.0,1.0,5.46416,73.0362,Fainu School,73.03619807998258,5.464158911781425
29138.0,1.0,4.87747,72.99564,Goidhoo School,72.99563846229734,4.87746654016306
51817.0,1.0,1.88577,73.24298,Maavashu School,73.24297914322085,1.885767910869028
667.0,1.0,-0.68246,73.13544,Feydhoo School,73.13543551373104,-0.682462770944293
893.0,1.0,-0.68107,73.1329,Kudhimaa Pre School,73.13290410000106,-0.681068567999947
